0,0.49434
0.037417,0
0.072801,2.1797
0.10344,1.677
0.13928,1.8813
0.17521,3.2023
0.2119,3.7651
0.24269,3.7458
0.29223,3.5462
0.32311,2.9105
0.35903,4.5919
0.39497,3.5331
0.42591,4.285
0.46239,3.6458
0.4983,4.1951
0.53423,4.3177
0.55651,5.4498
0.60108,5.5488
0.63702,6.6744
0.66851,6.5348
0.70441,6.5825
0.74034,7.4267
0.76263,7.3061
0.78492,7.5886
0.83451,7.2393
0.85732,7.8702
0.90189,6.5678
0.93782,8.4196
0.96876,7.265
0.99604,7.8651
1.032,7.9123
1.0629,9.2948
1.0994,9.27
1.1353,9.7802
1.1576,9.5385
1.1935,11.531
1.2295,11.995
1.2604,11.263
1.2963,12.696
1.3237,13.008
1.3546,12.505
1.3905,12.702
1.4183,12.761
1.4406,13.557
1.4852,13.124
1.5075,12.86
1.5434,13.179
1.5794,12.947
1.6017,13.64
1.6377,14.457
1.6604,14.363
1.6963,12.845
1.7186,14.226
1.7546,13.506
1.7855,14.439
1.8128,14.614
1.8437,13.604
1.8711,14.336
1.9075,14.325
1.9298,12.718
1.9658,13.865
1.988,14.2
2.024,14.951
2.0463,14.066
2.0827,14.484
2.105,15.022
2.141,15.74
2.1632,15.084
2.1992,17.266
2.222,16.436
2.2579,16.337
2.2802,17.205
2.3162,17.62
2.3389,17.811
2.3663,18.329
2.3972,19.462
2.4251,18.393
2.4559,20.09
2.4782,19.71
2.5061,20.726
2.5369,20.825
2.5592,21.425
2.5729,22.177
2.618,22.509
2.6403,21.844
2.6682,23.065
2.6905,22.907
2.7127,23.009
2.7487,24.366
2.7715,23.995
2.7938,24.499
2.8075,24.394
2.844,25.377
2.8663,25.148
2.8892,25.573
2.9165,25.854
2.9388,26.394
2.9617,25.722
2.984,27.098
3.0062,27.816
3.0342,27.934
3.0565,27.024
3.0787,28.224
3.1017,27.27
3.1239,28.406
3.152,28.548
3.1657,27.826
3.1879,28.632
3.2109,28.504
3.2245,27.875
3.2475,29.538
3.2698,28.881
3.2842,29.946
3.3064,30.515
3.3287,30.104
3.3431,30.447
3.3654,31.761
3.3799,32.045
3.4021,32.795
3.4166,32.488
3.4337,31.702
3.4482,32.297
3.4704,32.309
3.485,32.576
3.5072,32.795
3.5217,32.796
3.5303,31.945
3.5448,33.099
3.5585,33.187
3.5816,33.618
3.5902,32.636
3.6048,33.262
3.627,33.187
3.6416,33.414
3.6502,32.404
3.6648,33.88
3.6784,33.394
3.688,33.476
3.7016,33.819
3.7248,33.487
3.7344,33.672
3.7481,34.731
3.7628,34.871
3.7713,35.547
3.7861,35.458
3.7946,35.12
3.8093,35.304
3.8105,36.109
3.8241,36.317
3.8338,36.814
3.8474,36.734
3.8571,35.769
3.8707,37.116
3.8719,36.833
3.8805,36.373
3.8953,37.226
3.905,37.476
3.9136,37.347
3.9199,37.391
3.9284,37.102
3.9297,38.08
3.9382,37.875
3.9481,37.879
3.9617,37.942
3.963,37.688
3.9715,37.573
3.9729,37.641
3.9828,37.429
3.9913,37.454
3.9927,37.207
4.0012,35.609
4.0077,37.541
4.0162,36.287
4.0176,36.561
4.0276,36.385
4.0276,36.621
4.0376,34.985
4.0426,36.656
4.0527,35.498
