0,0.79527
0.037417,0
0.072801,0.72514
0.11705,0.4079
0.15297,1.2108
0.18974,1.4827
0.22045,0.87821
0.26495,1.3022
0.30083,1.7631
0.33749,2.3086
0.38197,2.1618
0.41785,3.2607
0.45376,2.4486
0.48466,3.0385
0.53488,3.1808
0.56577,4.117
0.60166,4.5383
0.63757,5.4313
0.69577,4.441
0.71805,5.1506
0.76824,4.7182
0.79912,5.3779
0.83504,5.3233
0.87098,5.0939
0.9025,5.5198
0.9384,4.2874
0.98295,4.6439
0.99659,4.4545
1.0418,5.2686
1.064,4.5105
1.1136,4.8886
1.1445,4.8138
1.1718,4.7971
1.2083,3.4065
1.2392,5.3059
1.2665,4.5493
1.2974,4.5877
1.3247,5.5645
1.3607,5.4479
1.3829,4.9514
1.4189,5.3379
1.4462,5.5888
1.4777,6.7361
1.505,6.6013
1.5273,6.9709
1.5632,7.0792
1.5992,7.357
1.6129,7.4405
1.6488,7.4892
1.6711,6.8785
1.6985,8.3749
1.7293,8.2825
1.7516,8.1677
1.7739,8.3358
1.8013,8.5329
1.8235,8.1731
1.8458,9.5385
1.8681,9.3293
1.8955,9.932
1.9178,10.042
1.9315,10.25
1.9675,10.417
1.9897,10.827
2.012,11.41
2.0257,11.732
2.048,12.003
2.0702,12.679
2.0925,12.198
2.1148,11.842
2.1285,12.391
2.1559,12.649
2.1645,11.693
2.2005,11.635
2.2142,12.95
2.2365,11.992
2.2502,13.132
2.2725,13.104
2.2947,14.877
2.3085,14.354
2.3307,15.542
2.3445,16.349
2.3667,16.63
2.3753,15.783
2.3979,17.801
2.4117,17.33
2.4339,17.301
2.4477,17.985
2.4562,17.277
2.4836,17.789
2.4922,18.074
2.5059,18.411
2.5282,18.567
2.5419,18.598
2.5509,18.715
2.5646,17.662
2.5783,18.085
2.5954,18.346
2.6091,18.719
2.6228,18.994
2.6399,17.339
2.6537,19.204
2.6678,19.012
2.6764,19.394
2.6901,19.361
2.6986,18.937
2.7123,19.436
2.7209,20.192
2.7346,19.493
2.7432,20.644
2.7569,20.499
2.7659,21.113
2.7796,20.717
2.7882,21.042
2.8019,21.062
2.8019,21.167
2.8156,21.487
2.8241,21.789
2.8379,21.59
2.8464,21.024
2.8464,22.241
2.8601,21.939
2.8687,22.132
2.8687,22.241
2.8824,22.637
2.891,22.612
2.891,24.014
2.9047,23.223
2.9047,24.397
2.9132,23.483
2.9132,23.941
2.9269,24.398
2.9269,24.62
2.9355,24.862
2.9355,24.632
2.9441,24.032
2.9492,23.7
2.9578,24.078
2.9578,24.505
