0,0
0.036056,0.95283
0.072111,0.44951
0.09434,0.96105
0.13928,1.0945
0.17521,1.2152
0.21119,1.3699
0.24779,0.84545
0.27857,1.3031
0.31448,1.4382
0.35043,1.6015
0.38639,1.6873
0.41785,2.3994
0.45376,2.5265
0.48969,3.559
0.52564,3.9377
0.5616,3.5285
0.59304,3.931
0.62897,4.2442
0.65123,5.0122
0.70944,4.7051
0.74539,4.2621
0.77337,4.0786
0.80418,3.5086
0.84012,4.2105
0.87098,3.9366
0.89833,4.8609
0.92919,3.3934
0.95713,4.0115
0.97939,4.6795
1.0153,4.0845
1.0462,4.5999
1.0735,4.1421
1.105,4.5385
1.1187,4.1658
1.1632,4.1222
1.1855,4.3724
1.2128,3.681
1.2443,2.9133
1.2716,2.685
1.2939,2.2291
1.3161,3.0848
1.3521,2.8648
1.3886,2.0747
1.4023,3.2571
1.4331,3.7534
1.4605,4.0815
1.4828,4.1053
1.5193,5.7078
1.5416,5.6866
1.5638,7.3574
1.5912,7.4855
1.6135,7.8501
1.6494,8.1549
1.6717,8.5261
1.6854,8.3793
1.7128,7.6079
1.7351,8.3726
1.7579,7.9941
1.7801,8.3553
1.8024,8.3625
1.8161,9.0552
1.8383,9.3823
1.8606,10.087
1.888,10.267
1.9103,11.655
1.924,12.393
1.9411,13.779
1.9633,13.847
1.977,15.114
1.9993,14.985
2.013,15.804
2.0352,15.423
2.0575,14.808
2.0712,16.073
2.0935,15.647
2.1072,15.259
2.1294,16.459
2.1432,15.785
2.1569,16.09
2.174,16.556
2.1877,16.389
2.2099,16.845
2.2236,17.253
2.2374,17.356
2.2596,17.734
2.2733,17.801
2.2819,17.866
2.2956,17.45
2.3179,17.261
2.3316,16.851
2.3401,17.374
2.3538,17.118
2.3676,16.981
2.3898,17.378
2.3984,17.323
2.4121,17.177
2.4258,18.032
2.4395,19.057
2.4566,18.608
2.4708,19.124
2.4845,18.926
2.4931,19.157
2.5068,18.572
2.5205,18.437
2.5291,17.547
2.5428,17.785
2.5513,17.396
2.565,17.025
2.5736,17.349
2.5873,18.249
2.601,17.897
2.6096,18.146
2.6096,19.601
2.6238,19.82
2.6323,20.429
2.646,21.107
2.646,21.062
2.6597,20.937
2.6683,21.138
2.6768,20.905
2.682,20.044
2.6905,19.535
2.6991,19.657
2.7043,19.948
2.7128,19.088
2.7128,21.038
2.7214,20.836
2.7265,20.782
2.7351,21.757
2.7351,22.385
2.7436,23.245
2.7488,23.428
2.7573,24.033
2.7573,24.697
2.7659,24.081
2.7659,24.389
2.7745,23.819
2.7745,24
2.7882,23.111
2.7882,23.835
2.7882,22.526
2.7967,22.368
2.7967,22.292
2.7967,22.843
2.8053,23.578
2.8053,24.355
2.8053,25.002
2.8139,25.372
2.8139,25.332
2.8139,25.523
2.8276,25.976
2.8276,26.152
2.8276,25.347
2.8276,25.409
2.8362,24.134
2.8362,24.671
2.8362,23.856
2.8362,24.385
2.8453,24.132
2.8453,23.794
2.8453,23.733
2.8539,24.276
2.8539,25.342
2.8539,24.59
2.8539,24.961
2.8539,25.616
2.8625,24.887
2.8625,25.201
2.8625,25.287
2.8625,24.33
2.8625,24.274
2.8712,23.643
2.8762,23.454
2.8762,22.506
2.8762,22.265
2.8762,23.06
2.8848,22.898
2.8848,23.551
2.8848,23.913
2.8848,24.288
2.8848,24.442
2.8848,25.03
2.8935,24.926
2.8935,25.011
2.8935,24.669
2.8935,24.613
2.8935,23.393
2.8935,23.412
2.8935,23.437
2.9071,23.508
2.9071,22.819
2.9071,24.117
2.9071,23.889
2.9071,24.218
2.9071,24.721
2.9071,25.081
2.9071,25.101
2.9071,25.701
2.9071,25.903
2.9071,25.845
2.9071,26.167
