0,0
0.044721,2.5025
0.080623,3.0189
0.11662,3.6091
0.16155,5.1392
0.19748,4.4241
0.23345,4.9081
0.27803,4.312
0.30952,3.4914
0.3454,3.9236
0.40866,3.923
0.43093,4.1611
0.47603,3.4805
0.4983,5.6974
0.54791,8.6321
0.58387,14.859
0.61474,17.301
0.65069,20.497
0.6735,23.366
0.70944,27.778
0.74539,32.208
0.78134,34.777
0.81222,27.257
0.82589,26.97
0.87098,33.504
0.89833,23.717
0.92919,23.595
0.95656,16.051
0.98742,19.634
1.0148,21.059
1.0371,13.35
1.0735,14.716
1.1044,15.927
1.1267,16.801
1.154,15.988
1.1849,15.103
1.2123,15.923
1.2345,13.857
1.271,15.948
1.2933,16.168
1.3156,14.741
1.3515,13.996
1.3738,12.997
1.4012,13.486
1.4234,9.0933
1.4457,8.4997
1.4817,6.1559
1.504,6.2634
1.5267,4.8179
1.5541,4.5386
1.5764,3.3173
1.5901,0
1.6261,0
1.6483,0
1.6706,0.81541
1.6929,2.7011
1.7203,2.516
1.7426,5.3502
1.7648,5.0791
1.7871,11.303
1.8013,9.7528
1.8235,6.6668
1.8458,7.8424
1.8681,9.0703
1.8903,11.959
1.9178,8.2823
1.9315,8.6994
1.94,8.0991
1.976,7.066
1.9897,11.639
2.012,15.291
2.0343,16.275
2.048,16.78
2.0702,24.054
2.084,29.257
2.1062,28.746
2.12,25.935
2.1422,26.272
2.1559,29.532
2.1782,27.695
2.1924,28.163
2.2061,25.086
2.2284,26.421
2.2421,37.068
2.2506,37.73
2.2644,38.782
2.2866,37.757
2.2951,39.423
2.3174,46.106
2.3226,36.207
2.3363,37.969
2.3534,34.917
2.3671,40.576
2.3757,39.893
2.3894,33.437
2.4031,35.671
2.4117,39.438
2.4254,45.024
2.4339,42.384
2.4477,43.63
2.4477,46.757
2.4614,43.294
2.4699,43.813
2.4785,41.329
2.4922,40.26
2.4922,38.392
2.5007,39.655
2.5145,39.682
2.523,40.088
2.523,42.384
2.5316,43.251
2.5453,41.216
2.5453,41.622
2.5539,41.553
2.5539,40.754
2.5676,41.157
2.5761,39.329
2.5761,40.445
2.5847,38.735
2.5898,42.973
2.5984,43.353
2.607,44.835
2.607,45.278
2.607,46.608
2.6156,48.769
2.6293,43.709
2.6293,42.222
2.6379,46.533
2.6379,44.63
2.6465,47.476
2.6516,44.473
2.6602,50.909
2.6602,50.886
2.6688,50.886
2.6688,48.523
2.6743,48.722
2.6829,48.969
2.6829,46.617
2.6915,47.972
2.6915,48.824
2.6915,45.184
2.7052,45.784
2.7052,45.321
2.7138,48.087
2.7138,47.264
2.7138,48.687
2.7224,50.661
2.7224,49.425
2.7275,49.412
2.7361,48.913
2.7365,48.797
2.7365,49.57
2.7451,47.703
2.7451,47.703
2.7451,48.407
2.7538,48.271
2.7538,46.957
2.7588,47.19
2.7588,46.483
2.7674,47.769
2.7674,46.669
2.7674,48.267
2.7674,48.402
2.7674,47.64
2.7761,48.577
2.7761,48.022
